Name,Display_Name,Type_1,Type_2,BST,HP,Attack,Defense,Sp_Attack,Sp_Defense,Speed,Ability_1,Ability_2,Ability_3
SANDSLASH_ALOLAN,Sandslash,Ice,Steel,450,75,100,120,25,65,65,Snow Cloak,Slush Rush,
SANDYGAST,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,Water Compaction,Sand Veil,
SAWK,Sawk,Fighting,,465,75,125,75,30,75,85,Sturdy,Inner Focus,Mold Breaker
SAWSBUCK_AUTUMN,Sawsbuck,Ground,Grass,495,80,110,70,70,70,95,Chlorophyll,Clay Cover,Serene Grace
SAWSBUCK_SPRING,Sawsbuck,Fairy,Grass,495,80,110,70,70,70,95,Chlorophyll,Pixilate,Serene Grace
SAWSBUCK_SUMMER,Sawsbuck,Normal,Grass,495,80,110,70,70,70,95,Chlorophyll,Sap Sipper,Serene Grace
SAWSBUCK_WINTER,Sawsbuck,Ice,Grass,495,80,110,70,70,70,95,Chlorophyll,Refrigerate,Serene Grace
LEDYBA,Scaridt,Bug,Water,355,50,65,60,65,40,75,Shell Armor,Overcoat,Swift Swim
SCATTERBUG,Scatterbug,Bug,,200,38,35,40,27,25,35,Shield Dust,Compound Eyes,Friend Guard
SCEPTILE,Sceptile,Grass,Dragon,550,70,105,65,105,85,120,Unburden,Sharpness,
SCEPTILE_MEGA,Sceptile,Grass,Dragon,665,70,145,75,145,85,145,Lightning Rod,Lightning Rod,Lightning Rod
SCIZOR,Scizor,Bug,Steel,500,70,130,100,55,80,65,Swarm,Technician,Light Metal
SCIZOR_MEGA,Scizor,Bug,Steel,600,70,150,140,65,100,75,Technician,Technician,Technician
SCOLIPEDE,Scolipede,Bug,Poison,385,60,0,89,55,69,112,Poison Point,Swarm,Speed Boost
SCORBUNNY,Scorbunny,Fire,,310,50,71,40,40,40,69,Blaze,Libero,
SCOVILLAIN,Scovillain,Grass,Fire,486,65,108,65,108,65,75,Chlorophyll,Insomnia,Moody
SCRAFTY,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,Shed Skin,Moxie,Intimidate
SCRAGGY,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,Shed Skin,Moxie,Intimidate
SCREAM_TAIL,ScreamTail,Fairy,Psychic,570,115,65,99,65,115,111,,,
SCYTHER,Scyther,Bug,Flying,500,70,110,80,55,80,105,Swarm,Technician,Steadfast
SEADRA,Seadra,Water,,440,55,65,95,95,45,85,Poison Point,Sniper,Damp
SEAKING,Seaking,Water,,450,80,92,65,65,80,68,Swift Swim,Water Veil,Lightning Rod
SEALEO,Sealeo,Ice,Water,410,90,60,70,75,70,45,Thick Fat,Ice Body,Oblivious
SEEDOT,Seedot,Grass,,220,40,40,50,30,30,30,Chlorophyll,Early Bird,Pickpocket
SEEL,Seel,Water,,325,65,45,55,45,70,45,Thick Fat,Hydration,Ice Body
SEISMITOAD,Seismitoad,Water,Ground,414,105,0,75,85,75,74,Swift Swim,Poison Touch,Water Absorb
SENTRET,Sentret,Normal,,215,35,46,34,35,45,20,Run Away,Keen Eye,Frisk
SERPERIOR,Serperior,Grass,,528,75,75,95,75,95,113,Overgrow,Contrary,
SERVINE,Servine,Grass,,413,60,60,75,60,75,83,Overgrow,Contrary,
SEVIPER,Seviper,Poison,,458,73,100,60,100,60,65,Shed Skin,Infiltrator,
SEWADDLE,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,Swarm,Chlorophyll,Overcoat
SHARPEDO,Sharpedo,Water,Dark,460,70,120,40,95,40,95,Rough Skin,Speed Boost,
SHARPEDO_MEGA,Sharpedo,Water,Dark,560,70,140,70,110,65,105,Strong Jaw,Strong Jaw,Strong Jaw
SHAYMIN_LAND,Shaymin,Grass,,600,100,100,100,100,100,100,,,
SHAYMIN_SKY,Shaymin,Grass,Flying,600,100,103,75,120,75,127,,,
SHEDINJA,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,,,
SHELGON,Shelgon,Dragon,,420,65,95,100,60,50,50,Rock Head,Overcoat,
SHELLDER,Shellder,Water,,305,30,65,100,45,25,40,Shell Armor,Skill Link,Overcoat
SHELMET,Shelmet,Bug,,305,50,40,85,40,65,25,Hydration,Shell Armor,Overcoat
SHIELDON,Shieldon,Rock,Steel,350,30,42,118,42,88,30,Sturdy,Soundproof,
SHIFTRY,Shiftry,Grass,Dark,480,90,100,60,90,60,80,Chlorophyll,Wind Rider,Pickpocket
SHIINOTIC,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,Illuminate,Effect Spore,Rain Dish
SHINX,Shinx,Electric,,263,45,65,34,40,34,45,Rivalry,Intimidate,Guts
SHROODLE,Shroodle,Poison,Normal,290,40,65,35,40,35,75,Unburden,Pickpocket,Prankster
SHROOMISH,Shroomish,Grass,,295,60,40,60,40,60,35,Effect Spore,Poison Heal,Quick Feet
SHUCKLE,Shuckle,Bug,Rock,505,20,10,230,10,230,5,Sturdy,Gluttony,Contrary
SHUPPET,Shuppet,Ghost,,295,44,75,35,63,33,45,Insomnia,Frisk,Cursed Body
SIGILYPH,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,Wonder Skin,Magic Guard,Tinted Lens
SILCOON,Silcoon,Bug,,205,50,35,55,25,25,15,,,
SILICOBRA,Silicobra,Ground,,315,52,57,75,35,50,46,Sand Spit,Shed Skin,Sand Veil
SIMIPOUR,Simipour,Water,,498,75,98,63,98,63,101,Receiver,Gluttony,Torrent
SIMISAGE,Simisage,Grass,,498,75,98,63,98,63,101,Intimidate,Gluttony,Overgrow
SIMISEAR,Simisear,Fire,,498,75,98,63,98,63,101,Steam Engine,Gluttony,Blaze
SIRFETCHD,Sirfetch'd,Fighting,,507,62,135,95,68,82,65,Steadfast,Scrappy,
SIZZLIPEDE,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,Flash Fire,White Smoke,Flame Body
SKARMORY,Skarmory,Steel,Flying,470,70,80,140,40,70,70,Weak Armor,Sturdy,Mirror Armor
SKELEDIRGE,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,Blaze,Unaware,
SKIDDO,Skiddo,Grass,,350,66,65,48,62,57,52,Sap Sipper,Grass Pelt,
SKIPLOOM,Skiploom,Grass,Flying,340,55,45,50,45,65,80,Chlorophyll,Leaf Guard,Infiltrator
SKITTY,Skitty,Normal,Psychic,310,70,50,40,55,30,65,Cute Charm,Wonder Skin,Normalize
SKORUPI,Skorupi,Poison,Bug,330,40,50,90,30,55,65,Battle Armor,Sniper,Keen Eye
SKRELP,Skrelp,Poison,Water,320,50,60,60,60,60,30,Poison Point,Poison Touch,Adaptability
SKUNTANK,Skuntank,Poison,Dark,479,103,93,67,71,61,84,Stench,Aftermath,Keen Eye
SKWOVET,Skwovet,Normal,,275,70,55,55,35,35,25,Cheek Pouch,Gluttony,
SLAKING,Slaking,Normal,,670,150,160,100,95,65,100,,,
SLAKOTH,Slakoth,Normal,,280,60,60,60,35,35,30,,,
SLIGGOO,Sliggoo,Dragon,,452,68,75,53,83,113,60,Sap Sipper,Hydration,Gooey
SLIGGOO_HISUIAN,Sliggoo,Dragon,Steel,452,58,75,83,83,113,40,Sap Sipper,Shell Armor,Gooey
SLITHER_WING,SlithrWing,Bug,Fighting,570,85,135,79,85,105,81,,,
SLOWBRO,Slowbro,Water,Psychic,490,95,75,110,100,80,30,Oblivious,Own Tempo,Regenerator
SLOWBRO_GALARIAN,Slowbro,Poison,Psychic,490,95,100,95,100,70,30,Quick Draw,Own Tempo,Regenerator
SLOWBRO_MEGA,Slowbro,Water,Psychic,590,95,75,180,130,80,30,Shell Armor,Shell Armor,Shell Armor
SLOWKING,Slowking,Water,Psychic,490,95,75,80,100,110,30,Oblivious,Own Tempo,Regenerator
SLOWKING_GALARIAN,Slowking,Poison,Psychic,490,95,65,80,110,110,30,Curious Medicine,Own Tempo,Regenerator
SLOWPOKE,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,Oblivious,Own Tempo,Regenerator
SLOWPOKE_GALARIAN,Slowpoke,Psychic,,315,90,65,65,40,40,15,Gluttony,Own Tempo,Regenerator
SLUGMA,Slugma,Fire,,270,50,40,45,70,45,20,Earth Eater,Flame Body,Weak Armor
SLURPUFF,Slurpuff,Fairy,,480,82,80,86,85,75,72,Sweet Veil,Unburden,
SMEARGLE,Smeargle,Normal,,250,55,20,35,20,45,75,Own Tempo,Technician,Moody
SMOOCHUM,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,Oblivious,Forewarn,Hydration
SANDY_SHOCKS,SndyShocks,Electric,Ground,570,85,81,97,121,85,101,,,
SNEASEL,Sneasel,Dark,Ice,430,55,95,55,35,75,115,Inner Focus,Keen Eye,Pickpocket
SNEASEL_HISUIAN,Sneasel,Fighting,Poison,430,55,95,55,35,75,115,Inner Focus,Unburden,Pickpocket
SNEASLER,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,Pressure,Unburden,Poison Touch
SNIVY,Snivy,Grass,,308,45,45,55,45,55,63,Overgrow,Contrary,
SNOM,Snom,Ice,Bug,220,37,28,35,45,50,25,Ice Scales,Marvel Scale,
SNORUNT,Snorunt,Ice,,300,50,50,50,50,50,50,Inner Focus,Ice Body,Moody
SNOVER,Snover,Grass,Ice,334,60,62,50,62,60,40,Snow Warning,Soundproof,
SNUBBULL,Snubbull,Fairy,,300,60,80,50,40,40,30,Intimidate,Run Away,Rattled
SOBBLE,Sobble,Water,,310,50,40,40,70,40,70,Torrent,Sniper,
SOLGALEO,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,,,
SOLOSIS,Solosis,Steel,Poison,290,45,30,40,105,50,20,Overcoat,Magic Guard,Regenerator
SOLROCK,Solrock,Rock,Psychic,370,0,95,85,55,65,70,,,
SPECTRIER,Spectrier,Ghost,,580,100,65,60,145,80,130,,,
SPEWPA,Spewpa,Bug,,213,45,22,60,27,30,29,Shed Skin,Friend Guard,
SPHEAL,Spheal,Ice,Water,290,70,40,50,55,50,25,Thick Fat,Ice Body,Oblivious
SPINARAK,Spinarak,Bug,Poison,250,40,60,40,40,40,30,Swarm,Insomnia,Sniper
SPINDA,Spinda,Normal,,360,60,60,60,60,60,60,Own Tempo,Tangled Feet,Contrary
SPIRITOMB,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,Pressure,Infiltrator,
SPOINK,Spoink,Psychic,,330,60,25,35,70,80,60,Thick Fat,Own Tempo,Gluttony
SPRIGATITO,Sprigatito,Grass,,310,40,61,54,45,45,65,Overgrow,Protean,
SPRITZEE,Spritzee,Fairy,,341,78,52,60,63,65,23,Healer,Aroma Veil,
SQUAWKABILLY_BLUE_PLUMAGE,Sqawkabily,Normal,Flying,417,82,96,51,45,51,92,Intimidate,Hustle,Guts
SQUAWKABILLY_GREEN_PLUMAGE,Sqawkabily,Normal,Flying,417,82,96,51,45,51,92,Intimidate,Hustle,Guts
SQUAWKABILLY_WHITE_PLUMAGE,Sqawkabily,Normal,Flying,417,82,96,51,45,51,92,Intimidate,Hustle,Sheer Force
SQUAWKABILLY_YELLOW_PLUMAGE,Sqawkabily,Normal,Flying,417,82,96,51,45,51,92,Intimidate,Hustle,Sheer Force
SQUIRTLE,Squirtle,Water,,314,44,48,65,50,64,43,Torrent,Rain Dish,
STAKATAKA,Stakataka,Rock,Steel,570,61,131,211,53,101,13,,,
STANTLER,Stantler,Normal,,465,73,95,62,85,65,85,Intimidate,Frisk,Sap Sipper
STARAPTOR,Staraptor,Normal,Flying,425,85,120,70,50,0,100,Intimidate,Reckless,
STARAVIA,Staravia,Normal,Flying,340,55,75,50,40,40,80,Intimidate,Reckless,
STARLY,Starly,Normal,Flying,245,40,55,30,30,30,60,Keen Eye,Reckless,
STARMIE,Starmie,Water,Psychic,520,60,75,85,100,85,115,Illuminate,Natural Cure,Analytic
STARYU,Staryu,Water,,340,30,45,55,70,55,85,Illuminate,Natural Cure,Analytic
STEELIX,Steelix,Steel,Ground,510,75,85,200,55,65,30,Rock Head,Sturdy,Sheer Force
STEELIX_MEGA,Steelix,Steel,Ground,610,75,125,230,55,95,30,Sand Force,Sand Force,Sand Force
STEENEE,Steenee,Grass,,290,52,40,48,40,48,62,Leaf Guard,Cute Charm,Sweet Veil
STONJOURNER,Stonjourne,Rock,,470,100,125,135,20,20,70,,,
STOUTLAND,Stoutland,Normal,,390,85,0,90,45,90,80,Intimidate,Sand Rush,Scrappy
STUFFUL,Stufful,Normal,Fighting,340,70,75,50,45,50,50,Fluffy,Klutz,Cute Charm
STUNFISK,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,Static,Limber,Sand Veil
STUNFISK_GALARIAN,Stunfisk,Ground,Steel,471,109,81,99,66,84,32,Static,Limber,Sand Veil
STUNKY,Stunky,Poison,Dark,329,63,63,47,41,41,74,Stench,Aftermath,Keen Eye
SUDOWOODO,Sudowoodo,Rock,,410,70,100,115,30,65,30,Sturdy,Rock Head,Sap Sipper
SUICUNE,Suicune,Water,,580,100,75,115,90,115,85,Pressure,Inner Focus,
SUNFLORA,Sunflora,Grass,Fire,455,79,55,65,120,85,51,Chlorophyll,Solar Power,Drought
SUNKERN,Sunkern,Grass,,252,42,42,42,42,42,42,Chlorophyll,Solar Power,Early Bird
SURSKIT,Surskit,Bug,Water,269,40,30,32,50,52,65,Swift Swim,Rain Dish,
SWABLU,Swablu,Normal,Flying,310,45,40,60,40,75,50,Natural Cure,Cloud Nine,
SWADLOON,Swadloon,Bug,Grass,380,55,63,90,50,80,42,Leaf Guard,Chlorophyll,Overcoat
SWALOT,Swalot,Poison,,467,100,73,83,73,83,55,Liquid Ooze,Sticky Hold,Gluttony
SWAMPERT,Swampert,Water,Ground,535,100,110,90,85,90,60,Water Absorb,Mold Breaker,
SWAMPERT_MEGA,Swampert,Water,Ground,635,100,150,110,95,110,70,Swift Swim,Swift Swim,Swift Swim
SWANNA,Swanna,Water,Flying,473,75,87,63,87,63,98,Keen Eye,Big Pecks,Hydration
SWELLOW,Swellow,Normal,Flying,380,60,85,60,0,50,125,Guts,Scrappy,
SWINUB,Swinub,Ice,Ground,250,50,50,40,30,30,50,Oblivious,Snow Cloak,Thick Fat
SWOOBAT,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,Unaware,Klutz,Simple
SYLVEON,Sylveon,Fairy,,525,95,65,65,110,130,60,Cute Charm,Cute Charm,Pixilate
TADBULB,Tadbulb,Electric,,272,61,31,41,59,35,45,Own Tempo,Static,Damp
TAILLOW,Taillow,Normal,Flying,270,40,55,30,30,30,85,Guts,Scrappy,
TALONFLAME,Talonflame,Fire,Flying,499,78,81,71,74,69,126,Flame Body,Gale Wings,
TANDEMAUS,Tandemaus,Normal,,305,50,50,45,40,45,75,Run Away,Pickup,Own Tempo
TANGELA,Tangela,Grass,,435,65,55,115,100,40,60,Chlorophyll,Leaf Guard,Regenerator
TANGROWTH,Tangrowth,Grass,,535,100,100,125,110,50,50,Chlorophyll,Leaf Guard,Regenerator
TAPU_BULU,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,Grassy Surge,Telepathy,
TAPU_FINI,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,Misty Surge,Telepathy,
TAPU_KOKO,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,Electric Surge,Telepathy,
TAPU_LELE,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,Psychic Surge,Telepathy,
TAUROS,Tauros,Normal,,490,75,100,95,40,70,110,Intimidate,Anger Point,Sheer Force
TAUROS_PALDEAN_AQUA_BREED,Tauros,Fighting,Water,490,75,100,95,40,70,110,Intimidate,Anger Point,Sheer Force
TAUROS_PALDEAN_BLAZE_BREED,Tauros,Fighting,Fire,490,75,100,95,40,70,110,Intimidate,Anger Point,Sheer Force
TAUROS_PALDEAN_COMBAT_BREED,Tauros,Fighting,,490,75,100,95,40,70,110,Intimidate,Anger Point,Sheer Force
TEDDIURSA,Teddiursa,Normal,,330,60,80,50,50,50,40,Pickup,Quick Feet,Honey Gather
TENTACOOL,Tentacool,Water,Poison,335,40,40,35,50,100,70,Clear Body,Liquid Ooze,Rain Dish
TENTACRUEL,Tentacruel,Water,Poison,515,80,70,65,80,120,100,Clear Body,Liquid Ooze,Rain Dish
TEPIG,Tepig,Fire,Ground,308,65,63,45,45,45,45,Stamina,Thick Fat,
TERRAKION,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,,,
THIEVUL,Thievul,Ghost,Time,455,70,58,58,87,92,90,Filter,Early Bird,Bad Dreams
THROH,Throh,Fighting,,465,120,100,85,30,85,45,Guts,Inner Focus,Mold Breaker
THUNDURUS_INCARNATE,Thundurus,Electric,Flying,580,79,115,70,125,80,111,Prankster,Defiant,
THUNDURUS_THERIAN,Thundurus,Electric,Flying,580,79,105,70,145,80,101,Volt Absorb,Volt Absorb,
THWACKEY,Thwackey,Grass,,420,70,85,70,55,60,80,Overgrow,Grassy Surge,
TIMBURR,Timburr,Fighting,,305,75,80,55,25,35,35,Guts,Sheer Force,Iron Fist
TING_LU,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,Vessel Of Ruin,,
TINKATINK,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,Mold Breaker,Own Tempo,Pickpocket
TINKATON,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,Mold Breaker,Own Tempo,Pickpocket
TINKATUFF,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,Mold Breaker,Own Tempo,Pickpocket
TIRTOUGA,Tirtouga,Water,Rock,355,54,78,103,53,45,22,Solid Rock,Sturdy,Swift Swim
TOEDSCOOL,Toedscool,Ground,Grass,335,40,40,35,50,100,70,,,
TOEDSCRUEL,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,,,
TOGEDEMARU,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,Iron Barbs,Lightning Rod,Sturdy
TOGEKISS,Togekiss,Normal,Flying,545,85,50,95,120,115,80,Hustle,Serene Grace,Super Luck
TOGEPI,Togepi,,,245,35,20,65,40,65,20,Hustle,Serene Grace,Super Luck
TOGETIC,Togetic,,,405,55,40,85,80,105,40,Hustle,Serene Grace,Super Luck
TORCHIC,Torchic,Fire,,310,45,60,40,70,50,45,Scrappy,Speed Boost,
TORKOAL,Torkoal,Fire,,470,70,85,140,85,70,20,White Smoke,Drought,Shell Armor
TORNADUS_INCARNATE,Tornadus,Flying,,580,79,115,70,125,80,111,Prankster,Defiant,
TORNADUS_THERIAN,Tornadus,Flying,,580,79,100,80,110,90,121,Regenerator,Regenerator,
TORRACAT,Torracat,Fire,,420,65,85,50,80,50,90,Blaze,Intimidate,
TORTERRA,Torterra,Grass,Ground,525,95,109,105,75,85,56,Overgrow,Shell Armor,
TOTODILE,Totodile,Water,,320,50,68,64,44,48,46,Costar,Sheer Force,
TOUCANNON,Toucannon,Normal,Flying,485,80,120,75,75,75,60,Keen Eye,Skill Link,Sheer Force
TOXAPEX,Toxapex,Poison,Water,495,50,63,152,53,142,35,Merciless,Limber,Regenerator
TOXEL,Toxel,Electric,Poison,242,40,38,35,54,35,40,Rattled,Static,Klutz
TOXICROAK,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,Anticipation,Dry Skin,Poison Touch
TOXTRICITY_AMPED,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Punk Rock,Plus,Technician
TOXTRICITY_AMPED_GIGANTAMAX,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Punk Rock,Plus,Technician
TOXTRICITY_LOW_KEY,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Punk Rock,Minus,Technician
TOXTRICITY_LOW_KEY_GIGANTAMAX,Toxtricity,Electric,Poison,502,75,98,70,114,70,75,Punk Rock,Minus,Technician
TRAPINCH,Trapinch,Ground,,290,45,100,45,45,45,10,Hyper Cutter,Arena Trap,Sheer Force
TREECKO,Treecko,Grass,,310,40,45,35,65,55,70,Unburden,Sharpness,
TREVENANT,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,Natural Cure,Frisk,Harvest
TROPIUS,Tropius,Grass,Flying,460,99,68,83,72,87,51,Chlorophyll,Solar Power,Harvest
TRUBBISH,Trubbish,Poison,,329,50,50,62,40,62,65,Gooey,Innards Out,Aftermath
TRUMBEAK,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,Keen Eye,Skill Link,Pickup
TSAREENA,Tsareena,Grass,,510,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,Sweet Veil
TURTONATOR,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,,,
TURTWIG,Turtwig,Grass,,318,55,68,64,45,55,31,Overgrow,Shell Armor,
TYMPOLE,Tympole,Water,,294,50,50,40,50,40,64,Swift Swim,Hydration,Water Absorb
TYNAMO,Tynamo,Electric,,275,35,55,40,45,40,60,,,
TYPE_NULL,Type: Null,Normal,,534,95,95,95,95,95,59,,,
TYPHLOSION,Typhlosion,Fire,,534,78,84,78,109,85,100,Blaze,Flash Fire,
TYPHLOSION_HISUIAN,Typhlosion,Fire,Ghost,534,73,84,78,119,85,95,Blaze,Frisk,
TYRANITAR,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,Sand Stream,Unnerve,
TYRANITAR_MEGA,Tyranitar,Rock,Dark,700,100,164,150,95,120,71,Sand Stream,Sand Stream,Sand Stream
TYRANTRUM,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,Strong Jaw,Rock Head,
TYROGUE,Tyrogue,Fighting,,210,35,35,35,35,35,35,Guts,Steadfast,Vital Spirit
TYRUNT,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,Strong Jaw,Sturdy,
UMBREON,Umbreon,Dark,,525,95,65,110,60,130,65,Synchronize,Synchronize,Inner Focus
UNFEZANT,Unfezant,Flying,Poison,499,80,58,65,80,89,127,,,
URSALUNA,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,Guts,Bulletproof,Unnerve
URSALUNA_BLOODMOON,Ursaluna,Ground,Normal,555,113,70,120,135,65,52,Guts,Bulletproof,Unnerve
URSARING,Ursaring,Normal,,500,90,130,75,75,75,55,Guts,Quick Feet,Unnerve
UXIE,Uxie,Psychic,,580,75,75,130,75,130,95,,,
VANILLISH,Vanillish,Ice,,395,51,65,65,80,75,59,Ice Body,Snow Cloak,Weak Armor
VANILLITE,Vanillite,Ice,,305,36,50,50,65,60,44,Ice Body,Snow Cloak,Weak Armor
VANILLUXE,Vanilluxe,Ice,,535,71,95,85,110,95,79,Ice Body,Snow Warning,Weak Armor
VAPOREON,Vaporeon,Water,,525,130,65,60,110,95,65,Water Absorb,Water Absorb,Hydration
VAROOM,Varoom,Steel,Poison,300,45,70,63,30,45,47,Overcoat,Slow Start,
VELUZA,Veluza,Water,Psychic,478,90,102,73,78,65,70,Mold Breaker,Sharpness,
VENIPEDE,Venipede,Bug,Poison,260,30,45,59,30,39,57,Poison Point,Swarm,Speed Boost
VENOMOTH,Venomoth,Bug,Poison,470,75,65,65,95,75,95,Compound Eyes,Tinted Lens,Fluffy
VENONAT,Venonat,Bug,Poison,320,65,55,55,45,55,45,Compound Eyes,Tinted Lens,Fluffy
VENUSAUR,Venusaur,Grass,Poison,525,80,82,83,100,100,80,Overgrow,Chlorophyll,
VENUSAUR_GIGANTAMAX,Venusaur,Grass,Poison,525,80,82,83,100,100,80,Overgrow,Chlorophyll,
VENUSAUR_MEGA,Venusaur,Grass,Poison,625,80,100,123,122,120,80,Thick Fat,Thick Fat,Thick Fat
VESPIQUEN,Vespiquen,Bug,Flying,506,101,81,101,81,101,41,Supersweet Syrup,Queenly Majesty,
VIBRAVA,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,Levitate,Levitate,Levitate
VICTINI,Victini,Psychic,Fire,600,100,100,100,100,100,100,,,
VICTREEBEL,Victreebel,Grass,Poison,420,80,105,65,100,0,70,Chlorophyll,Gluttony,
VIGOROTH,Vigoroth,Normal,,440,80,80,80,55,55,90,,,
VIKAVOLT,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,,,
VILEPLUME,Vileplume,Grass,Poison,380,75,80,85,0,90,50,Chlorophyll,Effect Spore,
VIRIZION,Virizion,Grass,Fighting,580,91,90,72,90,129,108,,,
VOLBEAT,Volbeat,Bug,,430,65,73,75,47,85,85,Illuminate,Swarm,Prankster
VOLCANION,Volcanion,Fire,Water,600,80,110,120,130,90,70,,,
VOLCARONA,Volcarona,Bug,Fire,550,85,60,65,135,105,100,Flame Body,Swarm,
VOLTORB,Voltorb,Electric,,330,40,30,50,55,55,100,,,
VOLTORB_HISUIAN,Voltorb,Electric,Grass,330,40,30,50,55,55,100,,,
VULLABY,Vullaby,Dark,Flying,370,70,55,75,45,65,60,Big Pecks,Overcoat,Weak Armor
VULPIX,Vulpix,Fire,,299,38,41,40,50,65,65,Flash Fire,Drought,
VULPIX_ALOLAN,Vulpix,Ice,,299,38,41,40,50,65,65,Snow Cloak,Snow Warning,
WAILMER,Wailmer,Water,,400,130,70,35,70,35,60,Water Veil,Oblivious,Pressure
WAILORD,Wailord,Water,,500,170,90,45,90,45,60,Water Veil,Oblivious,Pressure
WALKING_WAKE,WalkngWake,Water,Dragon,590,99,83,91,125,83,109,,,
WALREIN,Walrein,Ice,Water,530,110,80,90,95,90,65,Thick Fat,Ice Body,Oblivious
WARTORTLE,Wartortle,Water,,405,59,63,80,65,80,58,Torrent,Rain Dish,
WATCHOG,Watchog,Normal,,420,60,85,69,60,69,77,Illuminate,Keen Eye,Analytic
WATTREL,Wattrel,Electric,Flying,280,40,40,35,55,40,70,Wind Power,Volt Absorb,Competitive
WEAVILE,Weavile,Dark,Ice,510,70,120,65,45,85,125,Pressure,Pickpocket,
WEEDLE,Weedle,Bug,Poison,190,40,35,30,15,20,50,Shield Dust,Run Away,
WEEPINBELL,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,Chlorophyll,Gluttony,
WEEZING,Weezing,Poison,,490,65,90,120,85,70,60,Levitate,Neutralizing Gas,Stench
WEEZING_GALARIAN,Weezing,Poison,Fairy,490,65,90,120,85,70,60,Levitate,Neutralizing Gas,Misty Surge
WHIMSICOTT,Whimsicott,,,480,60,67,85,77,75,116,Prankster,Infiltrator,Chlorophyll
WHIRLIPEDE,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,Poison Point,Swarm,Speed Boost
WHISCASH,Whiscash,Water,Ground,468,110,78,73,76,71,60,Oblivious,Anticipation,Hydration
WHISMUR,Whismur,Normal,,240,64,51,23,51,23,28,Soundproof,Rattled,
WIGGLYTUFF,Wigglytuff,,,500,150,90,65,90,50,55,Cute Charm,Competitive,Wind Rider
WIGLETT,Wiglett,Water,,245,10,55,25,35,25,95,Gooey,Rattled,Sand Veil
WIMPOD,Wimpod,Bug,Water,230,25,35,40,20,30,80,,,
WINGULL,Wingull,Water,Flying,270,40,30,30,55,30,85,Rain Dish,Hydration,Drizzle
WISHIWASHI_SCHOOL,Wishiwashi,Water,,620,45,140,130,140,135,30,,,
WISHIWASHI_SOLO,Wishiwashi,Water,,175,45,20,20,25,25,40,,,
WO_CHIEN,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,Tablets Of Ruin,,
WOBBUFFET,Wobbuffet,Psychic,,405,190,33,58,33,58,33,Shadow Tag,Telepathy,
WOOBAT,Woobat,Psychic,Flying,258,0,45,43,55,43,72,Unaware,Klutz,Simple
WOOPER,Wooper,Water,Ground,210,55,45,45,25,25,15,Damp,Water Absorb,Unaware
WOOPER_PALDEAN,Wooper,Poison,Ground,210,55,45,45,25,25,15,Poison Point,Water Absorb,Unaware
WORMADAM_PLANT_CLOAK,Wormadam,Bug,Grass,424,60,59,85,79,105,36,Anticipation,Overcoat,
WORMADAM_SANDY_CLOAK,Wormadam,Bug,Ground,424,60,79,105,59,85,36,Anticipation,Overcoat,
